"language","license","rightsHolder","datasetID","datasetName","taxonID","scientificNameID","scientificName","kingdom","family","taxonRank","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:6e3ecb23d392bf22988c5cdefa3fcc48","http://ipni.org/urn:lsid:ipni.org:names:362764-1","Mesembryanthemum crystallinum L.","Plantae","Aizoaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:0260957369edf96d0090d29416342b86","http://ipni.org/urn:lsid:ipni.org:names:363203-1:1.2.1.4","Mesembryanthemum nodiflorum L.","Plantae","Aizoaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:1432d4779b396f5ae4d8cfcba26572b2","http://ipni.org/urn:lsid:ipni.org:names:235145-2","Sesuvium portulacastrum (L.) L.","Plantae","Aizoaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:6a1d60bc6f77d9fa64f0c35b11b372ec","http://ipni.org/urn:lsid:ipni.org:names:364795-1","Tetragonia tetragonioides (Pallas) O. Kuntze","Plantae","Aizoaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:85e764f545b3388225ab50baec027316","http://ipni.org/urn:lsid:ipni.org:names:58518-1:1.1.5.1.1.1","Sagittaria latifolia Willd.","Plantae","Alismataceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:94907cda2944b2d015f16dcc843677a0","http://ipni.org/urn:lsid:ipni.org:names:430718-1:1.2.1.2","Liquidambar styraciflua L.","Plantae","Altingiaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:28ddf5ab4f8ee4048e6b97f40c8f72c6","http://ipni.org/urn:lsid:ipni.org:names:59108-1:1.1.2.1.1.5","Alternanthera angustifolia R. Brown","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:4fc400c020de0c0ecca2888ded745bb3",,"Alternanthera caracasana Humb., Bonpl. & Kunth","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:71c63dfb8bddb474714c9a626ee145e5",,"Alternanthera denticulata R. Brown","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:91242b56ec456a98d9d78a35f37bccad",,"Alternanthera nodiflora R. Brown","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:7545ab4d2b6a0ee1a88def3d81e43462",,"Alternanthera paronychioides A. St. Hil.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:102e5ff5ff423eab1cfc93e90133a775","http://ipni.org/urn:lsid:ipni.org:names:59301-1:1.4","Alternanthera pungens Humb., Bonpl. & Kunth","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:1cad90483346df31b0f0edc1dcbd38ec","http://ipni.org/urn:lsid:ipni.org:names:1069792-2","Alternanthera sessilis (L.) DC.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:656bc45a0fb7fb93b265ced9c1a502d8","http://ipni.org/urn:lsid:ipni.org:names:10483-2:1.2","Alternanthera tenella Colla","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:e5ebba1ee9deab0deb818a0938f38d7a",,"Amaranthus acutilobus Uline & Bray","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:3631398d6f8f41508f61fec55200cf7d","http://ipni.org/urn:lsid:ipni.org:names:108222-3:1.1","Amaranthus albus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:61c65b0460f58b92007811a379dd95fc","http://ipni.org/urn:lsid:ipni.org:names:10615-2","Amaranthus blitoides S. Watson","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:35ffa553374d469d319242579ea9a803","http://ipni.org/urn:lsid:ipni.org:names:10619-2","Amaranthus blitum L. s.l.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:1c6ceef2cd528a5b4170495dcb213975",,"Amaranthus capensis Thell. subsp. capensis","Plantae","Amaranthaceae","subspecies","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:d96bd254bd6546adb4849ff8c8ba115d","http://ipni.org/urn:lsid:ipni.org:names:919660-1","Amaranthus capensis Thell. subsp. uncinatus (Thell.) Brenan","Plantae","Amaranthaceae","subspecies","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:2e002a33b58d972ab8b659aef4527889","http://ipni.org/urn:lsid:ipni.org:names:316347-2","Amaranthus caudatus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:2ea107570563d68c9da38c465db1cf7b","http://ipni.org/urn:lsid:ipni.org:names:59468-1","Amaranthus clementii Domin","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:ec3677d25f4e1ab601754ef63a515e51",,"Amaranthus crispus (Lesp. & Thév.) N. Terrac.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:fec5518ef6aa3a261707c393f3a95eaa","http://ipni.org/urn:lsid:ipni.org:names:108343-3:1.1","Amaranthus cruentus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:cfbfd12317bcb12097079cf2be3c6462","http://ipni.org/urn:lsid:ipni.org:names:327382-2","Amaranthus deflexus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:72bf629b73688f091a418437287ee9ad","http://ipni.org/urn:lsid:ipni.org:names:108420-3:1.1","Amaranthus graecizans L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:e2708fe1437f3aaca4bc9446c596f4b2","http://ipni.org/urn:lsid:ipni.org:names:108492-3","Amaranthus hybridus L. subsp. hybridus var. hybridus","Plantae","Amaranthaceae","variety","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:da1d6dcab5262e414f0818a390a6a6d7","http://ipni.org/urn:lsid:ipni.org:names:1167575-2","Amaranthus hybridus L. subsp. hybridus var. pseudoretroflexus (Thell.) Carretero","Plantae","Amaranthaceae","variety","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:259c276d91a24fcac3720ed5432527b1","http://ipni.org/urn:lsid:ipni.org:names:1204053-2","Amaranthus hybridus L. subsp. quitensis (Kunth) Costea & Carretero","Plantae","Amaranthaceae","subspecies","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:521a78b88de35a965685d4f99d55c711","http://ipni.org/urn:lsid:ipni.org:names:59536-1:1.2.1.2","Amaranthus hypochondriacus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:044f1889564955a3f8080392d8a40973","http://ipni.org/urn:lsid:ipni.org:names:108632-3","Amaranthus macrocarpus Benth. var. macrocarpus","Plantae","Amaranthaceae","variety","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:4a336e19746e64d7a353b3c28e8ce42b","http://ipni.org/urn:lsid:ipni.org:names:108663-3","Amaranthus macrocarpus Benth. var. pallidus Benth.","Plantae","Amaranthaceae","variety","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:00e1cbd43999c2415d7a5b8b68878c64","http://ipni.org/urn:lsid:ipni.org:names:59585-1","Amaranthus mitchellii Benth.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:83371614b39c7afcec279a05c8292ce6","http://ipni.org/urn:lsid:ipni.org:names:1185180-2","Amaranthus muricatus (Moq.) Hieron.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:7efc8949883e0f90f7751636353b60f3","http://ipni.org/urn:lsid:ipni.org:names:327376-2","Amaranthus palmeri S. Watson","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:7cb79e9b127af637fcb807068188fafd","http://ipni.org/urn:lsid:ipni.org:names:316348-2:1.3","Amaranthus polygonoides L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:9a4ac49a2663767358d9589d064a1145",,"Amaranthus powellii S. Watson subsp. bouchonii (Thell.) Costea & Carretero","Plantae","Amaranthaceae","subspecies","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:35ccadb811141cf22ef691aa86727247","http://ipni.org/urn:lsid:ipni.org:names:10698-2","Amaranthus retroflexus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:8a9dd3e70a765f4511ed974801f9230d","http://ipni.org/urn:lsid:ipni.org:names:10709-2","Amaranthus scleropoides Uline & Bray","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:ec76f2f070f94ab9f1e00a2faf247094","http://ipni.org/urn:lsid:ipni.org:names:59675-1:1.2.1.2","Amaranthus spinosus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:e9a2b1121110250d89a431b75e027f57","http://ipni.org/urn:lsid:ipni.org:names:59679-1","Amaranthus standleyanus Parodi ex Covas","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:da490d6fec49120f638f4537682aeecb","http://ipni.org/urn:lsid:ipni.org:names:327387-2:1.1.2.1.1.3","Amaranthus thunbergii Moq.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:c212cdcbbbed7ed83336d8c13f108c71",,"Amaranthus tuberculatus (Moq.) Sauer","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:dfd4cd9bf2844d793d8c6da41016b601",,"Amaranthus tuberculatus (Moq.) Sauer var. rudis (Sauer) Costea & Tardif","Plantae","Amaranthaceae","variety","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:fb7b7b517f5e5dbeee10e4e99ae7b62b","http://ipni.org/urn:lsid:ipni.org:names:108967-3:1.1","Amaranthus viridis L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:ae8006fab3f73c2db75df10f41dd82bd",,"Amaranthus x ozanonii","Plantae","Amaranthaceae","hybrid","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:c5340586d474e06153ba64b24d0a0d10",,"Amaranthus x ralletii Contré","Plantae","Amaranthaceae","hybrid","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:cf5e95831e2fa81a9917157eee0f5952",,"Atriplex eardleyae Aell.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:c445c24f8baf0d2eb687c6b681b900b1","http://ipni.org/urn:lsid:ipni.org:names:163845-1","Atriplex halimus L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:68eabd74fc62af20e59cc36d25d62c8b","http://ipni.org/urn:lsid:ipni.org:names:158637-3","Atriplex holocarpa F. Muell.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:e7991662e0e6e793509ee000db163f6f","http://ipni.org/urn:lsid:ipni.org:names:272934-2","Atriplex hortensis L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:4401d7ad3380172b3e887860e0b1f55f",,"Atriplex leptocarpa F. Muell.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:3cffbe91c24c2a81f566c032ccdd5621","http://ipni.org/urn:lsid:ipni.org:names:60448164-2","Atriplex micrantha Ledeb.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:d8d31bf2679a1b4fcca4ec22f9eb7bf9","http://ipni.org/urn:lsid:ipni.org:names:163988-1","Atriplex muelleri Benth.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:f6ab6e0e10e1bb783da428147aee4d0a","http://ipni.org/urn:lsid:ipni.org:names:164012-1","Atriplex oblongifolia Waldst. & Kit.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:ded52a07b79cace12e064d3dd6d5ba3c","http://ipni.org/urn:lsid:ipni.org:names:160258-3","Atriplex pseudocampanulata Aell.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:0795e7b696359cee47fc62c7623e02fe","http://ipni.org/urn:lsid:ipni.org:names:164113-1","Atriplex rosea L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:64aee7770d740623e68c859a59cff6ba","http://ipni.org/urn:lsid:ipni.org:names:164128-1:1.1.2.1.1.1","Atriplex sagittata Borkh.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:3acf3c6009e8937dfe7bf68a118575fc",,"Atriplex semibaccata R. Brown","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:e2cc1c649ddf4d8f9ec56997b78654ff","http://ipni.org/urn:lsid:ipni.org:names:164152-1:1.7","Atriplex sibirica L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:81636467670ef7feeb54439c110be238","http://ipni.org/urn:lsid:ipni.org:names:164184-1","Atriplex suberecta Verdoorn","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:fa67f85bb3f0008ca584027b474c159c","http://ipni.org/urn:lsid:ipni.org:names:164195-1","Atriplex tatarica L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:31b0c89e0b8d12c9d4a3dbb43b6afa78","http://ipni.org/urn:lsid:ipni.org:names:164269-1","Axyris amaranthoides L.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:0c4a96d89cc7526a36cbf61d6a12282c",,"Bassia hyssopifolia (Pallas) O. Kuntze","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:1d9517278d5ecf9b55858b0882abe588","http://ipni.org/urn:lsid:ipni.org:names:164386-1","Bassia laniflora (S.G. Gmel.) A.J. Scott","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:2caf76a64f38fdd3b0798226325cdbb7",,"Bassia scoparia (L.) Voss s.l.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:bfe02a5db6b6e24fda0dbf0947ff5c48","http://ipni.org/urn:lsid:ipni.org:names:164476-1:1.3","Beta macrocarpa Guss.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:5171f5219634f1bb24236e611f289bf1","http://ipni.org/urn:lsid:ipni.org:names:164502-1","Beta trigyna Waldst. & Kit.","Plantae","Amaranthaceae","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","https://doi.org/10.15468/wtda1m","Manual of the Alien Plants of Belgium","alien-plants-belgium:taxon:04e613990ce8e42ed02ee8fdc69253d9",,"Beta vulgaris L. subsp. vulgaris","Plantae","Amaranthaceae","subspecies","ICN"
