"id","locationID","locality","countryCode","occurrenceStatus","establishmentMeans","eventDate"
615,"ISO_3166-2:BE","Belgium","BE","present","","2005"
616,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1880/1896"
617,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1811/2016"
618,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2007/2010"
619,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2016/2017"
620,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1895"
621,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1888/2016"
622,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2004/2013"
623,"ISO_3166-2:BE","Belgium","BE","present","","1932"
624,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1828"
625,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1900"
626,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1821/2017"
627,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1836/2017"
628,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012/2016"
629,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1893"
630,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1884/2017"
631,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1955/1983"
632,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/2017"
633,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1792/2017"
634,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2015/2016"
635,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/2015"
636,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1884/2017"
637,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2009/2017"
638,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1999/2017"
639,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2008/2017"
640,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1955/2017"
641,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1864/1910"
642,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1879"
643,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2002/2017"
644,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/2017"
645,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals | contaminant:seed","1850/1924"
646,"ISO_3166-2:BE","Belgium","BE","present","","1909"
647,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","2017"
648,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","1947/2017"
649,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1881/2017"
650,"ISO_3166-2:BE","Belgium","BE","present","","1850"
651,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/1948"
652,"ISO_3166-2:BE","Belgium","BE","present","","1855/1858"
653,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2011/2015"
654,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1853/2017"
655,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1896/2017"
656,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1966"
657,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1889/2017"
658,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1880/2017"
659,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1860/2017"
660,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1600/2017"
661,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1909/1932"
662,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2013"
663,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2017"
664,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1886/1912"
665,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1857/2016"
666,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1858/2017"
667,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture",""
668,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1900/2017"
669,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1922/2013"
670,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1854/1969"
671,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1858/2017"
672,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1813/1921"
673,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1848/2016"
674,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1893/1912"
675,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1870/2016"
676,"ISO_3166-2:BE","Belgium","BE","present","contaminant:nursery","2005/2017"
677,"ISO_3166-2:BE","Belgium","BE","present","contaminant:nursery","1968/2017"
678,"ISO_3166-2:BE","Belgium","BE","present","","1850"
679,"ISO_3166-2:BE","Belgium","BE","present","","1940"
680,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1904/2015"
681,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1893"
682,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1835/1996"
683,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2013"
684,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1950"
685,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1994/2016"
686,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1893"
687,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1894/2011"
688,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:seed","1920/2015"
689,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1997/2017"
690,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1892/1893"
691,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1837/2016"
692,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1901"
693,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1856/2015"
694,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals | contaminant:habitat_material","1873/2017"
695,"ISO_3166-2:BE","Belgium","BE","present","","1936"
696,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1554/2017"
697,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1877/1896"
698,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals | contaminant:seed","1823/2014"
699,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1893/1941"
700,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2000"
701,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1885/2011"
702,"ISO_3166-2:BE","Belgium","BE","absent","contaminant:on_animals","1906"
703,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1821/2017"
704,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2013"
705,"ISO_3166-2:BE","Belgium","BE","presence uncertain","","1850"
706,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1973"
707,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1954/1955"
708,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:seed","1892/1912"
709,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1912/2016"
710,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1879/2017"
711,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:seed","1855/2016"
712,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1904/1979"
713,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1906/2012"
714,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1886/2017"
715,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1895"
716,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","1857/2017"
717,"ISO_3166-2:BE","Belgium","BE","present","","1912"
718,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1840/2017"
719,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1889/1901"
720,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1837/1934"
721,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","1866/2017"
722,"ISO_3166-2:BE","Belgium","BE","present","","1850/1885"
723,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1813/2017"
724,"ISO_3166-2:BE","Belgium","BE","present","","1919/1979"
725,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1871/2016"
726,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1859/2016"
727,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1895"
728,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1859/2017"
729,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1870/2017"
730,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1862/2017"
731,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1887/2016"
732,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012"
733,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2005/2015"
734,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","2017"
735,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1821/2015"
736,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1867/2015"
737,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1866/1927"
738,"ISO_3166-2:BE","Belgium","BE","present","","1949"
739,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1862/2017"
740,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2015/2017"
741,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1906/2016"
742,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1882/1919"
743,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1888/2017"
744,"ISO_3166-2:BE","Belgium","BE","present","","2016"
745,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1893/2017"
746,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1854/1939"
747,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","1800/2017"
748,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:seed","1882/1951"
749,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1840/2017"
750,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1858/2017"
751,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1961/1970"
752,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals | contaminant:seed","1886/2017"
753,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1872/2017"
754,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1823/2017"
755,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2004"
756,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1954"
757,"ISO_3166-2:BE","Belgium","BE","present","","1857/1924"
758,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1953/2017"
759,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1994/2012"
760,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1895"
761,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1850/2017"
762,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1994/2016"
763,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1998/2017"
764,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012"
765,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1959/2016"
766,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1992/2006"
767,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1998/2005"
768,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture | contaminant:seed","1941/1995"
769,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1951/2012"
770,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1999/2005"
771,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2001/2017"
772,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2000/2012"
773,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1869/2017"
774,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1974/2017"
775,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1990/2017"
776,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2001/2017"
777,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1949/2017"
778,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1925/2017"
779,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2003/2017"
780,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2004"
781,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1934/2015"
782,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2013/2014"
783,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2005/2014"
784,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1853/2017"
785,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1954/1955"
786,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1992/2016"
787,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1869/2017"
788,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1970"
789,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2006/2016"
790,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1891/2011"
791,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","1876/2017"
792,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1835/1953"
793,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012/2017"
794,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1997"
795,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2011/2015"
796,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012/2013"
797,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2006/2016"
798,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2017"
799,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2009/2017"
800,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1851/2017"
801,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012/2016"
802,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2014"
803,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1984/2017"
804,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2015"
805,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2010"
806,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2000/2017"
807,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2004/2017"
808,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1952/1953"
809,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1939/2015"
810,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1864/1948"
811,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2006"
812,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1835/2017"
813,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2015/2017"
814,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1866/2017"
815,"ISO_3166-2:BE","Belgium","BE","presence uncertain","escape:horticulture",""
816,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1955/2017"
817,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012/2014"
818,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/1910"
819,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1957"
820,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1823/1906"
821,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1813/1954"
822,"ISO_3166-2:BE","Belgium","BE","present","escape:agriculture","2005/2015"
823,"ISO_3166-2:BE","Belgium","BE","present","","1850"
824,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1991/2013"
825,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1978/2014"
826,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1954/1955"
827,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1945/2017"
828,"ISO_3166-2:BE","Belgium","BE","present","","2017"
829,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1867/2016"
830,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1972/2016"
831,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1993/2017"
832,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/1955"
833,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2002/2017"
834,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850"
835,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1883/2015"
836,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1882/2015"
837,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1907/1955"
838,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1866/1956"
839,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1878/1965"
840,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1895/1955"
841,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2000/2010"
842,"ISO_3166-2:BE","Belgium","BE","presence uncertain","","1850"
843,"ISO_3166-2:BE","Belgium","BE","present","stowaway","2004/2017"
844,"ISO_3166-2:BE","Belgium","BE","present","stowaway:people_luggage","2016/2017"
845,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1887/1949"
846,"ISO_3166-2:BE","Belgium","BE","present","","1992"
847,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1948/2016"
848,"ISO_3166-2:BE","Belgium","BE","present","stowaway | contaminant:on_animals","1844/2017"
849,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material | escape:horticulture","1911/2014"
850,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1954/2016"
851,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1800/2017"
852,"ISO_3166-2:BE","Belgium","BE","present","contaminant:timber","1824/2005"
853,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1978"
854,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1954/2016"
855,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1956/2015"
856,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1876/2011"
857,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850/2017"
858,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1950"
859,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1908"
860,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:seed | contaminant:habitat_material","1860/2017"
861,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:seed","1824/2016"
862,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture | contaminant:habitat_material","2005/2017"
863,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1918/2000"
864,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1997/1999"
865,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1858/1920"
866,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1866/1988"
867,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1860"
868,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2002/2017"
869,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1908/2013"
870,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1947"
871,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2013"
872,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1811/2015"
873,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2004/2017"
874,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2011/2016"
875,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1986/2017"
876,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2010/2016"
877,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1979/2017"
878,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2014/2015"
879,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012"
880,"ISO_3166-2:BE","Belgium","BE","present","","1837"
881,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1977/2014"
882,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1984/2017"
883,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1999/2008"
884,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1947/2015"
885,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1997"
886,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1999/2000"
887,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1956/2017"
888,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1988/2016"
889,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1946/2016"
890,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1931/2009"
891,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2008/2017"
892,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1925/1948"
893,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1953/2015"
894,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1887/2017"
895,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2011/2013"
896,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1950/1956"
897,"ISO_3166-2:BE","Belgium","BE","present","","2013/2017"
898,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1895"
899,"ISO_3166-2:BE","Belgium","BE","present","contaminant:nursery","1976"
900,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2015/2016"
901,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1942/2017"
902,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1975/2016"
903,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1952/2017"
904,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1915"
905,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1993/2016"
906,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1997/2001"
907,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1936/2016"
908,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2005"
909,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","1993/2000"
910,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2008/2017"
911,"ISO_3166-2:BE","Belgium","BE","present","","2010/2017"
912,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1885/2017"
913,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1904/1920"
914,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1982/2017"
915,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1894/1920"
916,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1893"
917,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012"
918,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2012/2016"
919,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1928/2017"
920,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1850"
921,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1873/1898"
922,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1866/1979"
923,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1836/1935"
924,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1871/2017"
925,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2001/2016"
926,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1990/2016"
927,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1968/2017"
928,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2013/2017"
929,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1866/2017"
930,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2011/2013"
931,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1872/1927"
932,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1800/2017"
933,"ISO_3166-2:BE","Belgium","BE","present","","2009/2015"
934,"ISO_3166-2:BE","Belgium","BE","present","contaminant:habitat_material","2000/2017"
935,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","1908/2016"
936,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","1949/2014"
937,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1895/1955"
938,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","1950/2015"
939,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","2017"
940,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","2014"
941,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","1901/2017"
942,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1875"
943,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed | contaminant:on_animals","1882/2015"
944,"ISO_3166-2:BE","Belgium","BE","present","escape:food_bait","2010"
945,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1998/2017"
946,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2007/2016"
947,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2004/2016"
948,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2009"
949,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2015"
950,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","2017"
951,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2017"
952,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1976/2017"
953,"ISO_3166-2:BE","Belgium","BE","present","contaminant:on_animals","1947"
954,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2011/2015"
955,"ISO_3166-2:BE","Belgium","BE","present","contaminant:timber","2015"
956,"ISO_3166-2:BE","Belgium","BE","present","","2010/2017"
957,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","1950/2016"
958,"ISO_3166-2:BE","Belgium","BE","present","contaminant:timber","1971/2015"
959,"ISO_3166-2:BE","Belgium","BE","present","escape:horticulture","2010/2016"
960,"ISO_3166-2:BE","Belgium","BE","present","","1961/1994"
961,"ISO_3166-2:BE","Belgium","BE","present","contaminant:seed","2013/2016"
962,"ISO_3166-2:BE","Belgium","BE","present","","2009/2011"
